#TYPE Selected.Microsoft.Azure.Commands.ResourceManager.Cmdlets.SdkModels.PSProviderFeature
"ProviderNameSpace","ProviderName","FeatureName","RegistrationState"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFAzureKeyVaultEncryption","NotRegistered"
"Microsoft Storage","Microsoft.Storage","HnsOnMigration","NotRegistered"
"Microsoft Compute","Microsoft.Compute","AutoOSUpgradeSDPWithGalleryImage","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","singleServerHA","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.AzSM.NewDeployment.Spanning.OptOut","NotRegistered"
"Microsoft.SignalRService","Microsoft.SignalRService","AllowCustomDomainCertificate","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowSFTP","NotRegistered"
"Microsoft Security Insights","microsoft.securityinsights","SatelliteClusterAustralia","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwWafPolicyHigherLimits","NotRegistered"
"Azure Log Analytics","microsoft.operationalinsights","QueryPacks","NotRegistered"
"Microsoft Compute","Microsoft.Compute","NoRollingUpgradeForSFAutoOSUpgrade","NotRegistered"
"Microsoft Compute","Microsoft.Compute","UseElasticPipelineOptimization","NotRegistered"
"Microsoft Azure Data","Microsoft.AzureData","ArcDataRPaas","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AutoUpgradePreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.AzSM.NewDeployment.AzPE.OptOut","NotRegistered"
"Microsoft Resources","Microsoft.Resources","SQLFixedMaintenanceWindowCanary","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableResourceLevelLocking","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","isVwanDeploy","NotRegistered"
"Microsoft.HybridNetwork","Microsoft.HybridNetwork","AllowVendorTestingRedirection","NotRegistered"
"Microsoft.AzureArcData","Microsoft.AzureArcData","ArcDataRpaasDev","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","PodSubnetPreview","NotRegistered"
"Microsoft.AlertsManagement","Microsoft.AlertsManagement","rhartestinproduction","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnablePodIdentityPreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.AzSM.NewDeployment.Spanning.OptIn","NotRegistered"
"Azure Log Analytics","microsoft.operationalinsights","EnableQueryPacks","NotRegistered"
"Microsoft Compute","Microsoft.Compute","RestorePointsRetrieveSAS","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","flexibleServerReplica","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableACRTeleport","NotRegistered"
"-","Microsoft.IndustryDataLifecycle","CanaryAccess","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","CustomNodeConfigPreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","basicstandardtest","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","EnableRecoveryServicesVaultAmpAlerts","NotRegistered"
"Microsoft.DataProtection","Microsoft.DataProtection","BlobOperationalBackup","NotRegistered"
"Microsoft Network","Microsoft.Network","AFDEUAPRunnerV2","NotRegistered"
"Microsoft Network","Microsoft.Network","AFDPilotRunnerV2","NotRegistered"
"Microsoft Network","Microsoft.Network","AFDPrivateProductionV2","NotRegistered"
"Microsoft Network","Microsoft.Network","AFDProdRunnerV2","NotRegistered"
"Microsoft Compute","Microsoft.Compute","CapacityReservation","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.CapacityReservation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowServiceChain","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowUpdateAddressSpaceInPeeredVnets","NotRegistered"
"Microsoft HybridCompute","Microsoft.HybridCompute","DisableMachinesPerRGLimit","NotRegistered"
"Microsoft HybridCompute","Microsoft.HybridCompute","PreviewRegions","NotRegistered"
"Microsoft Compute","Microsoft.Compute","Fabric.CapacityReservationOptIn","NotRegistered"
"Microsoft.ExtendedLocation","Microsoft.ExtendedLocation","CustomLocations-int","NotRegistered"
"Microsoft Delegated Network Service","Microsoft.DelegatedNetwork","ControllerAccess","NotRegistered"
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift","RedHatEngineering","NotRegistered"
"Microsoft Security Insights","Microsoft.SecurityInsights","noIncidentThrottling","NotRegistered"
"Microsoft Security Insights","Microsoft.SecurityInsights","CancelIncidentThrottling","NotRegistered"
"Microsoft.LoadTestService","Microsoft.LoadTestService","loadTestBetaAccess","NotRegistered"
"Microsoft.HybridNetwork","Microsoft.HybridNetwork","Allow-WestCentralUS","NotRegistered"
"Microsoft.DataBoxEdge","Microsoft.DataBoxEdge","SkipDeviceVersionCheckForResourceMove","NotRegistered"
"Microsoft Security Insights","Microsoft.SecurityInsights","applyIncidentThrottling","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","AKS-ConfidentialComputingAddon","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnablePrivateClusterFQDNSubdomain","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","HostReplaceCustomerNotification","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPremiumSkuLb","NotRegistered"
"Microsoft Compute","Microsoft.Compute","InGuestAutoPatchVMCustomImagePreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","InGuestAutoPatchVMPatchModeOverride","NotRegistered"
"Microsoft Policy Insights","Microsoft.PolicyInsights","policyStateChangeNotifications","NotRegistered"
"Microsoft AnyBuild","Microsoft.AnyBuild","TestResourceProvider","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgresql","flexibleServerDeleteFeedback","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySql","flexibleServerDeleteFeedback","NotRegistered"
"Microsoft Network","Microsoft.Network","OptimizeCreateDnsCalls","NotRegistered"
"Microsoft.HealthcareApis","Microsoft.HealthcareApis","Gen2PrivatePreview","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableMaxPrivateEndpointsVia64kPath","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableHighAvailabilityMode","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","EventGridPreviewFeatures2021H1","NotRegistered"
"","Microsoft.SqlVirtualMachine","TestAFECForTPID","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DbForPostgreSQL","MarlinSubscriptionSwitch","NotRegistered"
"Microsoft.HybridNetwork","Microsoft.HybridNetwork","Routing-CanaryEastUS2EUAP","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowFileVerlaine","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFSDNAppliance","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForpostgresql","perfDataReset","NotRegistered"
"Microsoft Security","microsoft.security","iotsolutionmigration","NotRegistered"
"Microsoft.AlertsManagement","Microsoft.AlertsManagement","PreviewSmartDetectionsMigration","NotRegistered"
"Microsoft.AlertsManagement","Microsoft.AlertsManagement","SmartAlertsTeamExperimentalDetectors","NotRegistered"
"-","Microsoft.ImportExport","KoreaSouthAccess","NotRegistered"
"Azure Log Analytics","microsoft.operationalinsights","IsTroubleShootEnabled","NotRegistered"
"-","GitHub.Enterprise","EnableAccess","NotRegistered"
"Microsoft Compute","Microsoft.Compute","VMApps","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","EnableRSVaultSecurityAlertsToAzureMonitor","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","EnableAzureBackupJobFailureAlertsToAzureMonitor","NotRegistered"
"Microsoft.DataProtection","Microsoft.DataProtection","EnableAzureBackupJobFailureAlertsToAzureMonitor","NotRegistered"
"Microsoft Network","Microsoft.Network","ManagedResolverPPE","NotRegistered"
"Microsoft.Maps","Microsoft.Maps","betaAccessTest","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SpotTryRestore","NotRegistered"
"Microsoft Kubernetes Configuration","Microsoft.KubernetesConfiguration","ClusterConfigurationAccess","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","QAtesting","NotRegistered"
"-","Microsoft.SerialConsole.PPE","AllowValidationRegions","NotRegistered"
"Microsoft Network","Microsoft.Network","BastionGatewaySubscription","NotRegistered"
"Microsoft Storage","Microsoft.Storage","HnsSoftDeleteFilesFolders","NotRegistered"
"Microsoft.ServiceLinker","Microsoft.ServiceLinker","canaryEnable","NotRegistered"
"Microsoft.ServiceLinker","Microsoft.ServiceLinker","EastUS2EUAPEnable","NotRegistered"
"Microsoft Network","Microsoft.Network","MatchNatRulePortOffsetToScaleSetVMIndex","NotRegistered"
,"Providers.Test","autoApproveTestFeature","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableBillingOnMseev2","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableBillingOnBM","NotRegistered"
"Microsoft Compute","Microsoft.Compute","VMScaleSetFlexPreview","NotRegistered"
"Azure Communication Services","Microsoft.Communication","ResourceGeoAwareness","NotRegistered"
"Azure Communication Services","Microsoft.Communication","StagingGeoAccess","NotRegistered"
"Microsoft Compute","Microsoft.Compute","RestorePointExcludeDisks","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFFileRestore","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFUserQuota","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableAKSWindowsDSR","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","UseAKSWindows2019Preview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","KubeletDisk","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableAKSWindowsCalico","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","BackupCreateVaultWithCmk","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableCloudControllerManager","NotRegistered"
"Azure Synapse Analytics (workspaces)","Microsoft.Synapse","TSQLStreaming","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationGatewayDenyOutboundInternet","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AZ_uswest3","NotRegistered"
"Microsoft Resources","Microsoft.Resources","LogicApps-Yakima","NotRegistered"
"Microsoft Network","Microsoft.Network","ServiceEndpointPoliciesAliasesOnboarding","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AZ_indiacentral","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AZ_koreacentral","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowMobileNetworkCustomer","NotRegistered"
"Microsoft.DeviceUpdate","Microsoft.DeviceUpdate","AzureDeviceUpdateDev","NotRegistered"
"Microsoft.DeviceUpdate","Microsoft.DeviceUpdate","AzureDeviceUpdateTest","NotRegistered"
"Microsoft.DataBoxEdge","MICROSOFT.DATABOXEDGE","ASE-CLOUD-MGMT-K8S-PREVIEW","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","HANASnapshotBackup","NotRegistered"
"Microsoft DB for PostgreSQL","microsoft.dbforpostgresql","locationCapability","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowGatewayLoadBalancer","NotRegistered"
"Microsoft Compute","Microsoft.Compute","VMNetworkInterfaceConfigurations","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableAzureKeyvaultSecretsProvider","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-ExtensionManager","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","locationCapability","NotRegistered"
"Microsoft.ConnectedVMwarevSphere","Microsoft.ConnectedVMwarevSphere","ConnectedVMwarePreview","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","CloudSanExperience","NotRegistered"
"Azure Communication Services","Microsoft.Communication","AllowResourceMove","NotRegistered"
"Microsoft Security","Microsoft.Security","IngestionSettings","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SpotBlock","NotRegistered"
"Microsoft.TestBase","microsoft.testbase","EastUS2EUAPEnable","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKS-AzureKeyVaultSecretsProvider","NotRegistered"
"Microsoft Compute","Microsoft.Compute","LiveTierChange","NotRegistered"
"Microsoft Storage","Microsoft.Storage","VariableResiliency","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowVRS","NotRegistered"
"Azure Log Analytics","microsoft.operationalinsights","storageinsigtenabled","NotRegistered"
"Microsoft Devices","Microsoft.Devices","CosmosDBRoutingEndpointPreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","EarlyStartVMSSRoleInstances","NotRegistered"
"Microsoft.AzureArcData","Microsoft.AzureArcData","acreeLicenseProp","NotRegistered"
"-","Microsoft.TerraformOSS","OwnershipEnforcement","NotRegistered"
"Microsoft HybridCompute","Microsoft.HybridCompute","ArcServerPrivateLinkPreview","NotRegistered"
"Microsoft.HybridNetwork","Microsoft.HybridNetwork","Routing-AllowWestEurope","NotRegistered"
"Microsoft Compute","Microsoft.Compute","VMScaleSetPinning","NotRegistered"
"-","Microsoft.AISupercomputer","scaleTest","NotRegistered"
"Microsoft Singularity","Microsoft.Singularity","scaleTest","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","RunCommandPreview","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","block-tsql-crud","NotRegistered"
"Microsoft.ExtendedLocation","Microsoft.ExtendedLocation","CustomLocations-InProgress","NotRegistered"
"Microsoft.ServiceLinker","Microsoft.ServiceLinker","EastUSEnable","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigration","NotRegistered"
"Microsoft.Kubernetes","Microsoft.Kubernetes","NewRegionRollOut","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFChownMode","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFUnixPermissions","NotRegistered"
"Microsoft Power Platform","Microsoft.PowerPlatform","enterprisePoliciesPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCBR","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCBR2","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationSY","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationML","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCQ","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationBRSE","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationBRUS","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationYT","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationYQ","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationPN","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationDM","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCDM","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationHK","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationBL","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationBN","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCBN","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationPAR","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationMRS","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationDEN","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationDEWC","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationKW","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationOS","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationJINC","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationJINW","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationSE","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationPS","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCH","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationDB","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationNOE","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationNOW","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationJNB","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCPT","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationSN","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationMA","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationSG","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCHN","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCHW","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationAUH","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationDXB","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationLN","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCW","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationCY","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationAM","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationBM","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationBY","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationMWH","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationUSW3","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","FIPSPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EventgridPreview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFCoolAccess","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFDualProtocolNFSv4AndSMB","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","customIops","NotRegistered"
"-","Microsoft.SecurityAndCompliance","PrivateLinksFeature","NotRegistered"
"Microsoft AgFoodPlatform","Microsoft.AgFoodPlatform","Microsoft.Farmbeats.Preview.Canary","NotRegistered"
"Microsoft Compute","Microsoft.Compute","UltraDisksMove","NotRegistered"
"Microsoft Compute","Microsoft.Compute","AllowForceDelete","NotRegistered"
"Microsoft.ServiceLinker","Microsoft.ServiceLinker","WestCentralUSEnable","NotRegistered"
"Microsoft Network","Microsoft.Network","ManagedResolver","NotRegistered"
"-","Microsoft.AI","TestingRetail","NotRegistered"
"-","Microsoft.ProviderHubDevTest","ProviderHubDev","NotRegistered"
"Microsoft Compute","Microsoft.Compute","CreateOptionClone","NotRegistered"
"Microsoft Compute","Microsoft.Compute","ForceDeletePreview","NotRegistered"
"Microsoft Network","Microsoft.Network","DisablePrivateLinkSubnetMacAllocation","NotRegistered"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","paygdxt","NotRegistered"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","paygdaily","NotRegistered"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","paygsingapore","NotRegistered"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","paygbrzsb","NotRegistered"
"Microsoft Power BI Dedicated","Microsoft.PowerBIDedicated","paygmsitbcdr","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","CustomKubeletIdentityPreview","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","AKSNodelessPreview","NotRegistered"
"-","Microsoft.AISupercomputer","production","NotRegistered"
"Microsoft Singularity","Microsoft.Singularity","production","NotRegistered"
"Microsoft.HDInsight","Microsoft.HDInsight","HiloTestInProd","NotRegistered"
"Microsoft.HDInsight","Microsoft.HDInsight","HiloPrivatePreview","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","AzureBackupResourceGuardEnabled","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowPremiumObjectReplication","NotRegistered"
"Microsoft.Cdn","Microsoft.Cdn","BypassCnameCheckForCustomDomainDeletion","NotRegistered"
"Microsoft Databricks","Microsoft.Databricks","EnableAPIVersion20210401Preview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SharedDisksForStandardSSD","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPrivateEndpointStaticIpConfigurations","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFAdAdministrators","NotRegistered"
"Microsoft Storage","Microsoft.Storage","OpenAIOnlyStamp","NotRegistered"
"Microsoft Databricks","Microsoft.Databricks","DevControlPlane","NotRegistered"
"Microsoft Databricks","Microsoft.Databricks","StagingControlPlane","NotRegistered"
"-","Microsoft.M365SecurityAndCompliance","PrivateLinksFeature","NotRegistered"
"Azure Digital Twins","Microsoft.DigitalTwins","DataHistoryEarlyAccess","NotRegistered"
"Microsoft Compute","Microsoft.Compute","InGuestAutoAssessmentVMPreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SupportCurrentLinuxAgentOnly","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","June2021Features","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationaustraliacentral","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationaustraliacentral2","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationaustraliaeast","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationaustraliasoutheast","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationbrazilsouth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationbrazilus","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationbrazilsoutheast","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationcanadacentral","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationcanadaeast","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationcentralindia","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationcentralus","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationcentraluseuap","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationeastasia","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationeastus","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationeastus2","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationeastus2euap","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationfrancecentral","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationfrancesouth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationgermanynorth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationgermanywestcentral","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationjapaneast","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationjapanwest","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationjioindiawest","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationkoreacentral","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationkoreasouth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationnorthcentralus","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationnortheurope","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationnorwayeast","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationnorwaywest","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationsouthafricanorth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationsouthafricawest","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationsouthcentralus","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationsouthindia","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationsoutheastasia","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationswitzerlandnorth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationswitzerlandwest","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationuaecentral","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationuaenorth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationuksouth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationukwest","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationwestcentralus","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationwesteurope","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationwestindia","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationwestus","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationwestus2","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationswedencentral","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationswedensouth","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationeastusslv","NotRegistered"
"Microsoft Web Apps","Microsoft.Web","BrazilUSRegionEnabled","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AzureDummyRegion","NotRegistered"
"Microsoft.AzureSphere","Microsoft.AzureSphere","int","NotRegistered"
"Microsoft.AzureSphere","Microsoft.AzureSphere","staging","NotRegistered"
"Microsoft.AzureSphere","Microsoft.AzureSphere","preprod","NotRegistered"
"Microsoft Network","Microsoft.Network","BypassCnameCheckForCustomDomainDeletion","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForpostgresql","citusShardRebalancing","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForpostgresql","citusCMW","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPoliciesOnBaremetal","NotRegistered"
"Microsoft.DataProtection","Microsoft.DataProtection","AzureBackupResourceGuardEnabled","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","flexibleServerRestoreV2","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","flexibleServerRestoreV2","NotRegistered"
"Microsoft Security","Microsoft.Security","ConnectedContainerRegistries","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","HighBMSOperations","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","nsxPrivateDNS","NotRegistered"
"-","Microsoft.AISupercomputer","prestage","NotRegistered"
"-","Microsoft.AISupercomputer","stage","NotRegistered"
"Microsoft Singularity","Microsoft.Singularity","stage","NotRegistered"
"Microsoft Singularity","Microsoft.Singularity","prestage","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","test","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","flexibleServerFailover","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","privateDnsZone","NotRegistered"
"Microsoft Search","Microsoft.Search","afecint","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","MultiAzDedicatedCluster","NotRegistered"
