ProviderNamespace                                        ProviderName                             FeatureName
Microsoft Security Insights                              microsoft.securityinsights               strictConnectorsThrottlingLimits
Microsoft Azure Monitor                                  microsoft.insights                       actiongroupgermanywestcentral
Microsoft Network                                        Microsoft.Network                        AllowApplicationGatewayIpv6
Microsoft Event Grid                                     Microsoft.eventgrid                      OptOutOfPartnerAuthorizationFeature
Microsoft Devices                                        Microsoft.Devices                        ArmNewRegionRollout
Microsoft Azure Monitor                                  microsoft.insights                       actiongroupgermanywc
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                showCDBPostgreSQL
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                testAFECCreation
-                                                        Microsoft.AzureSphereGen2                preview
-                                                        Microsoft.AzureSphereGen2                int
-                                                        Microsoft.AzurePercept                   IntegrationTest
Microsoft Network                                        Microsoft.Network                        EnableAppgwCsesDeployments
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                enableDataEncryption
Microsoft App Configuration                              microsoft.appconfiguration               qac-45a7d954-eede-467d-b4f9-1f77feeec23c
